date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:09:27	11484/11484	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dbe1e-2cdc-53d3fddebb7c0%22	http://themes.suelo.pl/mi/assets/js/core.min.js	D:/protfolio/themes.suelo.pl/mi/assets/js/core.min.js	(from http://themes.suelo.pl/mi/index-it-vertical.html)
03:09:28	1179/1179	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dbe35-49b-53d3fdec15740%22	http://themes.suelo.pl/mi/assets/styleswitcher/styleswitcher.js	D:/protfolio/themes.suelo.pl/mi/assets/styleswitcher/styleswitcher.js	(from http://themes.suelo.pl/mi/index-it-vertical.html)
03:09:28	94378/94378	---M--	200	added ('OK')	image/jpeg	etag:%225dbd58-170aa-53d4014387980%22	http://themes.suelo.pl/mi/assets/img/photos/post03.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/post03.jpg	(from http://themes.suelo.pl/mi/index-it-vertical.html)
03:09:32	20127/20127	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd25-4e9f-53d3fdd06d600%22	http://themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.eot	D:/protfolio/themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.eot	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:32	18028/18028	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd29-466c-53d3fdd532140%22	http://themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.woff2	D:/protfolio/themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.woff2	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:34	235067/235067	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dbe2e-3963b-55a8f6d3021b2%22	http://themes.suelo.pl/mi/assets/js/plugins.js	D:/protfolio/themes.suelo.pl/mi/assets/js/plugins.js	(from http://themes.suelo.pl/mi/index-it-vertical.html)
03:09:35	20127/20127	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd25-4e9f-53d3fdd06d600%22	http://themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.eot?	D:/protfolio/themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:36	23424/23424	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd28-5b80-53d3fdd349cc0%22	http://themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.woff	D:/protfolio/themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.woff	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:37	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dbd26-1a8c2-53d3fdd255a80%22	http://themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.svg	D:/protfolio/themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.svg	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:39	174257/174257	---M--	200	added ('OK')	image/jpeg	etag:%225dbd56-2a8b1-53d40140ab2c0%22	http://themes.suelo.pl/mi/assets/img/photos/post01.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/post01.jpg	(from http://themes.suelo.pl/mi/index-it-vertical.html)
03:09:39	45404/45404	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd27-b15c-53d3fdd349cc0%22	http://themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.ttf	D:/protfolio/themes.suelo.pl/mi/assets/fonts/glyphicons-halflings-regular.ttf	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:49	76518/76518	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd20-12ae6-53d3fdc21f440%22	http://themes.suelo.pl/mi/assets/fonts/fontawesome-webfont.eot?v=4.6.3	D:/protfolio/themes.suelo.pl/mi/assets/fonts/fontawesome-webfont5b62.eot	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:50	76518/76518	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd20-12ae6-53d3fdc21f440%22	http://themes.suelo.pl/mi/assets/fonts/fontawesome-webfont.eot?	D:/protfolio/themes.suelo.pl/mi/assets/fonts/fontawesome-webfontd41d.eot	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:54	71896/71896	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd24-118d8-53d3fdd06d600%22	http://themes.suelo.pl/mi/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	D:/protfolio/themes.suelo.pl/mi/assets/fonts/fontawesome-webfont5b62.woff2	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:54	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dbd21-5f9c6-53d3fdcc9cd00%22	http://themes.suelo.pl/mi/assets/fonts/fontawesome-webfont.svg?v=4.6.3	D:/protfolio/themes.suelo.pl/mi/assets/fonts/fontawesome-webfont5b62.svg	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:09:57	90412/90412	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd23-1612c-53d3fdcd90f40%22	http://themes.suelo.pl/mi/assets/fonts/fontawesome-webfont.woff?v=4.6.3	D:/protfolio/themes.suelo.pl/mi/assets/fonts/fontawesome-webfont5b62.woff	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:10:01	78748/78748	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd2a-1339c-53d3fdd532140%22	http://themes.suelo.pl/mi/assets/fonts/themify.eot?-fvbane	D:/protfolio/themes.suelo.pl/mi/assets/fonts/themify9f24.eot	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:10:01	78748/78748	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd2a-1339c-53d3fdd532140%22	http://themes.suelo.pl/mi/assets/fonts/themify.eot?	D:/protfolio/themes.suelo.pl/mi/assets/fonts/themifyd41d.eot	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:10:05	56108/56108	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd2d-db2c-53d3fddaeaec0%22	http://themes.suelo.pl/mi/assets/fonts/themify.woff?-fvbane	D:/protfolio/themes.suelo.pl/mi/assets/fonts/themify9f24.woff	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:10:05	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225dbd2b-3931d-53d3fdd902a40%22	http://themes.suelo.pl/mi/assets/fonts/themify.svg?-fvbane	D:/protfolio/themes.suelo.pl/mi/assets/fonts/themify9f24.svg	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:10:05	1455/1455	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jul%202022%2021:10:05%20GMT	http://themes.suelo.pl/mi/assets/css/grabbing.png	D:/protfolio/themes.suelo.pl/mi/assets/css/grabbing.png	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:10:05	152796/152796	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd22-254dc-53d3fdcab4880%22	http://themes.suelo.pl/mi/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	D:/protfolio/themes.suelo.pl/mi/assets/fonts/fontawesome-webfont5b62.ttf	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:10:06	19129/19129	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:06%20GMT	http://themes.suelo.pl/mi/blog-vertical.html	D:/protfolio/themes.suelo.pl/mi/blog-vertical.html	(from http://themes.suelo.pl/mi/page-vertical.html)
03:10:07	78584/78584	---MCZ	200	added ('OK')	text/plain	etag:W/%225dbd2c-132f8-53d3fddbdf100%22	http://themes.suelo.pl/mi/assets/fonts/themify.ttf?-fvbane	D:/protfolio/themes.suelo.pl/mi/assets/fonts/themify9f24.ttf	(from http://themes.suelo.pl/mi/assets/css/styles.css)
03:10:07	1258/1258	---MCZ	200	added ('OK')	text/css	etag:W/%225dbd13-4ea-53d3fdb7a1b80%22	http://themes.suelo.pl/mi/assets/css/prettify.css	D:/protfolio/themes.suelo.pl/mi/assets/css/prettify.css	(from http://themes.suelo.pl/mi/documentation.html)
03:10:08	50247/50247	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:07%20GMT	http://themes.suelo.pl/mi/index.html	D:/protfolio/themes.suelo.pl/mi/index.html	(from http://themes.suelo.pl/mi/documentation.html)
03:10:19	67810/67810	---M--	200	added ('OK')	image/jpeg	etag:%225dbd54-108e2-53d4013af2540%22	http://themes.suelo.pl/mi/assets/img/photos/notebook-square.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/notebook-square.jpg	(from http://themes.suelo.pl/mi/documentation.html)
03:10:20	714/714	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Mon,%2011%20Jul%202022%2021:10:19%20GMT	http://themes.suelo.pl/mi/...	D:/protfolio/themes.suelo.pl/mi/	(from http://themes.suelo.pl/mi/documentation.html)
03:10:22	13632/13632	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dbe2f-3540-53d3fde844e40%22	http://themes.suelo.pl/mi/assets/js/prettify.js	D:/protfolio/themes.suelo.pl/mi/assets/js/prettify.js	(from http://themes.suelo.pl/mi/documentation.html)
03:10:22	1527/1527	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jul%202022%2021:10:22%20GMT	http://themes.suelo.pl/mi/projects/assets/img/projects/project-big-01.jpg	D:/protfolio/themes.suelo.pl/mi/projects/assets/img/projects/project-big-01.jpg	(from http://themes.suelo.pl/mi/projects/project-example-it.html)
03:10:22	1527/1527	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2011%20Jul%202022%2021:10:22%20GMT	http://themes.suelo.pl/mi/projects/assets/img/projects/project-big-02.jpg	D:/protfolio/themes.suelo.pl/mi/projects/assets/img/projects/project-big-02.jpg	(from http://themes.suelo.pl/mi/projects/project-example-it.html)
03:10:24	118954/118954	---M--	200	added ('OK')	image/jpeg	etag:%225dbd48-1d0aa-53d4012d985c0%22	http://themes.suelo.pl/mi/assets/img/photos/it-photo01.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/it-photo01.jpg	(from http://themes.suelo.pl/mi/page-vertical.html)
03:10:24	107202/107202	---M--	200	added ('OK')	image/jpeg	etag:%225dbd3c-1a2c2-53d4011c6dd40%22	http://themes.suelo.pl/mi/assets/img/photos/base-bg.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/base-bg.jpg	(from http://themes.suelo.pl/mi/documentation.html)
03:10:25	739/739	---M--	200	added ('OK')	image/jpeg	etag:%225dbd2f-2e3-53d3fddaeaec0%22	http://themes.suelo.pl/mi/assets/img/avatar-default.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/avatar-default.jpg	(from http://themes.suelo.pl/mi/blog-post-vertical.html)
03:10:25	5256/5256	---M--	200	added ('OK')	image/jpeg	etag:%225dbd3d-1488-53d4011c6dd40%22	http://themes.suelo.pl/mi/assets/img/photos/beauty-avatar-96x96.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/beauty-avatar-96x96.jpg	(from http://themes.suelo.pl/mi/blog-post-vertical.html)
03:10:26	4549/4549	---M--	200	added ('OK')	image/jpeg	etag:%225dbd4e-11c5-53d40135397c0%22	http://themes.suelo.pl/mi/assets/img/photos/manager-avatar-96x96.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/manager-avatar-96x96.jpg	(from http://themes.suelo.pl/mi/blog-post-vertical.html)
03:10:27	7223/7223	---M--	200	added ('OK')	image/jpeg	etag:%225dbd42-1c37-53d401231ad00%22	http://themes.suelo.pl/mi/assets/img/photos/eco-avatar-96x96.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/eco-avatar-96x96.jpg	(from http://themes.suelo.pl/mi/blog-post-vertical.html)
03:10:27	144896/144896	---M--	200	added ('OK')	image/jpeg	etag:%225dbd49-23600-53d4013074c80%22	http://themes.suelo.pl/mi/assets/img/photos/it-photo02.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/it-photo02.jpg	(from http://themes.suelo.pl/mi/page-vertical.html)
03:10:28	40318/40318	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:28%20GMT	http://themes.suelo.pl/mi/index-it-horizontal.html	D:/protfolio/themes.suelo.pl/mi/index-it-horizontal.html	(from http://themes.suelo.pl/mi/index.html)
03:10:29	38969/38969	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:28%20GMT	http://themes.suelo.pl/mi/index-it-mobile.html	D:/protfolio/themes.suelo.pl/mi/index-it-mobile.html	(from http://themes.suelo.pl/mi/index.html)
03:10:32	31969/31969	---M--	200	added ('OK')	image/jpeg	etag:%225dbd7d-7ce1-53d40167c4f00%22	http://themes.suelo.pl/mi/assets/img/views/it1.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/it1.jpg	(from http://themes.suelo.pl/mi/index.html)
03:10:33	28793/28793	---M--	200	added ('OK')	image/jpeg	etag:%225dbe01-7079-53d4016aa15c0%22	http://themes.suelo.pl/mi/assets/img/views/it3.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/it3.jpg	(from http://themes.suelo.pl/mi/index.html)
03:10:33	40995/40995	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:33%20GMT	http://themes.suelo.pl/mi/index-architecture-vertical.html	D:/protfolio/themes.suelo.pl/mi/index-architecture-vertical.html	(from http://themes.suelo.pl/mi/index.html)
03:10:33	26619/26619	---M--	200	added ('OK')	image/jpeg	etag:%225dbd7f-67fb-53d40168b9140%22	http://themes.suelo.pl/mi/assets/img/views/it2.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/it2.jpg	(from http://themes.suelo.pl/mi/index.html)
03:10:34	40654/40654	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:33%20GMT	http://themes.suelo.pl/mi/index-architecture-horizontal.html	D:/protfolio/themes.suelo.pl/mi/index-architecture-horizontal.html	(from http://themes.suelo.pl/mi/index.html)
03:10:34	39309/39309	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:34%20GMT	http://themes.suelo.pl/mi/index-architecture-mobile.html	D:/protfolio/themes.suelo.pl/mi/index-architecture-mobile.html	(from http://themes.suelo.pl/mi/index.html)
03:10:43	48956/48956	---M--	200	added ('OK')	image/jpeg	etag:%225dbd6d-bf3c-53d4015b5f1c0%22	http://themes.suelo.pl/mi/assets/img/views/architecture2.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/architecture2.jpg	(from http://themes.suelo.pl/mi/index.html)
03:10:44	40794/40794	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:43%20GMT	http://themes.suelo.pl/mi/index-law-vertical.html	D:/protfolio/themes.suelo.pl/mi/index-law-vertical.html	(from http://themes.suelo.pl/mi/index.html)
03:10:45	79110/79110	---M--	200	added ('OK')	image/jpeg	etag:%225dbd6b-13506-53d4015976d40%22	http://themes.suelo.pl/mi/assets/img/views/architecture1.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/architecture1.jpg	(from http://themes.suelo.pl/mi/index.html)
03:10:47	40746/40746	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:46%20GMT	http://themes.suelo.pl/mi/index-law-horizontal.html	D:/protfolio/themes.suelo.pl/mi/index-law-horizontal.html	(from http://themes.suelo.pl/mi/index.html)
03:10:49	34270/34270	---M--	200	added ('OK')	image/jpeg	etag:%225dbe03-85de-53d4016b95800%22	http://themes.suelo.pl/mi/assets/img/views/law1.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/law1.jpg	(from http://themes.suelo.pl/mi/index.html)
03:10:49	188200/188200	---M--	200	added ('OK')	image/jpeg	etag:%225dbd55-2df28-53d4013ec2e40%22	http://themes.suelo.pl/mi/assets/img/photos/post01-big.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/photos/post01-big.jpg	(from http://themes.suelo.pl/mi/blog-post-vertical.html)
03:10:50	102828/102828	---M--	200	added ('OK')	image/jpeg	etag:%225dbd6f-191ac-53d4015e3b880%22	http://themes.suelo.pl/mi/assets/img/views/architecture3.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/architecture3.jpg	(from http://themes.suelo.pl/mi/index.html)
03:10:50	39117/39117	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:50%20GMT	http://themes.suelo.pl/mi/index-law-mobile.html	D:/protfolio/themes.suelo.pl/mi/index-law-mobile.html	(from http://themes.suelo.pl/mi/index.html)
03:10:50	32179/32179	---M--	200	added ('OK')	image/jpeg	etag:%225dbe07-7db3-53d4016e71ec0%22	http://themes.suelo.pl/mi/assets/img/views/law3.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/law3.jpg	(from http://themes.suelo.pl/mi/index.html)
03:10:51	40642/40642	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:51%20GMT	http://themes.suelo.pl/mi/index-medical-vertical.html	D:/protfolio/themes.suelo.pl/mi/index-medical-vertical.html	(from http://themes.suelo.pl/mi/index.html)
03:10:52	40594/40594	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:51%20GMT	http://themes.suelo.pl/mi/index-medical-horizontal.html	D:/protfolio/themes.suelo.pl/mi/index-medical-horizontal.html	(from http://themes.suelo.pl/mi/index.html)
03:10:52	38991/38991	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2021:10:52%20GMT	http://themes.suelo.pl/mi/index-medical-mobile.html	D:/protfolio/themes.suelo.pl/mi/index-medical-mobile.html	(from http://themes.suelo.pl/mi/index.html)
03:10:55	32971/32971	---M--	200	added ('OK')	image/jpeg	etag:%225dbe05-80cb-53d4016c89a40%22	http://themes.suelo.pl/mi/assets/img/views/law2.jpg	D:/protfolio/themes.suelo.pl/mi/assets/img/views/law2.jpg	(from http://themes.suelo.pl/mi/index.html)
